,description,points,taster_twitter_handle,title,variety,winery
110472,"A Merlot and Malbec dominated Bordeaux-style blend with a splash of 7% Syrah added to the mix, it's lightly aromatic with notes of herbs, plum and blueberry. The fruit flavors are light in style, with quite firm tannins that need some time to unwind.",88,@wawinereport,Browne Family Vineyards 2011 Tribute Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Browne Family Vineyards
30636,"Made solely from old-vine Grenache, this stands out as a horse of a different color in a flight of traditional Châteauneuf-du-Papes. It does boast a lovely suppleness and silky texture, but the aromas and flavors are strange—a sort of medicinal cherry meets boiled vegetables.",84,@JoeCz,Tardieu-Laurent 2008 Cuvée Spéciale Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Tardieu-Laurent
97627,"Produced from vines high up the Grand Cru slope, this wine is finely textured and stylish while also full-bodied. It has weight, spice from wood aging, precise acidity and a strongly mineral, salty edge. Drink from 2021.",94,@vossroger,La Chablisienne 2014 Les Preuses Grand Cru  (Chablis),Chardonnay,La Chablisienne
18706,"This wine is quite clear in the glass and a touch tart on the palate, finding its way to a full-bodied, slightly flabby and gummy texture and sense of heaviness.",85,@vboone,Churchill Cellars 2013 Burke Family Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Churchill Cellars
15443,"You'll find aromas suggesting leather, mature dark-skinned fruit, moist earth and a whiff of game on this brawny red. The firm palate offers dried black cherry, raisin, licorice and tobacco alongside close-grained tannins that grip the finish.",90,@kerinokeefe,Masi 2008 Serego Alighieri Vaio Armaron  (Amarone della Valpolicella Classico),Red Blend,Masi
107529,"Dark reddish-pink in color, this wine exudes the essence of a strawberry patch both in flavor and aroma, adding to the fruitiness with complementary flavors of peach. Expansive and duly ripe, it incorporates richer layers of vanilla that add a touch of sweetness to the finish.",86,@vboone,Trentadue 2016 Estate Rosato di Sangiovese (Alexander Valley),Sangiovese,Trentadue
120401,"This wine from Houchart's selective Sainte-Victoire appellation is distinct from the Quiot family's other Houchart rosés. This wine is rich and full on the palate, without losing any sense of acidity or freshness. It's ready to drink although it will be better from the end of 2015.",91,@vossroger,Domaine Houchart 2014 Rosé (Côtes de Provence Sainte-Victoire),Rosé,Domaine Houchart
115863,"An elegantly floral nose is at the forefront of this wine, made from a Forestville site replanted in 2009. Concentrated in dark cherry and vanilla, it's robust and generous in oak and tannin, finding its balance on the finish. Time in the decanter or cellar should open things up as well, through 2020.",91,@vboone,Sojourn 2013 Wohler Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Sojourn
47989,"Balsamic notes, leather, menthol and red berry aromas take center stage. On the firm palate, tightly wound tannins frame black cherry and a hint of anise. Give this another year or two to unfold then drink up.",88,@kerinokeefe,Monpissan 2012  Roero,Nebbiolo,Monpissan
113298,"There's a complex and gamy profile on the nose of this blend of 51% Grenache, 22% Syrah, 20% Petite Sirah and 7% Viognier, with dried meat and olallieberry fruit scents. The palate shows raw beef, sour plum and crushed thyme flavors.",85,@mattkettmann,Quadrant 2012 CdR Red (Paso Robles),Rhône-style Red Blend,Quadrant
123914,This simple white offers exotic fruit aromas while the bright palate shows banana and pineapple notes. Zesty acidity gives it a refreshing finish.,85,@kerinokeefe,Antica Hirpinia 2016  Greco di Tufo,Greco,Antica Hirpinia
54884,"Rhubarb, cranberry and strawberry mix on the nose in this richly inviting wine that is textured and not overwhelming in weight. Featuring electric acidity, the wine finishes boldly in blackberry and licorice.",90,@vboone,WillowBrook Cellars 2012 Kaufman Sunnyside Vineyard Pinot Noir (Sonoma Mountain),Pinot Noir,WillowBrook Cellars
17413,"From head to toe, creamy, candied oak is the driver of this resiny Merlot. Aromas of vanilla and sweet plastic are front and center on the nose, while flavors of clove, vanilla and maple syrup carry onto the finish without mellowing.",84,@wineschach,Santa Ema 2012 Reserve Merlot (Maipo Valley),Merlot,Santa Ema
114239,"This wine comes from a single vineyard in the heart of the appellation. It is soft, just hinting at the lime acidity while focused on ripe yellow and green-plum fruits. This wine can develop further and will be at its best from 2017.",88,@vossroger,Cave de Lugny 2013 La Carte  (Mâcon-Lugny),Chardonnay,Cave de Lugny
119100,"Aromas of candied citrus and bell pepper lead the nose. The firm palate offers toasted oak, baked yellow apple, vanilla and lemon drop, with the warmth of alcohol on the close. Drink sooner rather than later to enjoy the remaining fruit richness.",88,@kerinokeefe,Vie di Romans 2012 Vieris Sauvignon (Friuli Isonzo),Sauvignon,Vie di Romans
48454,"This longtime winery recently rebranded all of its packaging into a more art-driven style, and it is buckling down on winemaking as well. This bottling from Sierra Madre Vineyard shows light aromas of white peach, grapefruit and the slightest hint of butterscotch. The chalky flavors are easy to like if not overly complex, with light lemon and nectarine touches.",88,@mattkettmann,Rideau 2015 Chardonnay (Santa Maria Valley),Chardonnay,Rideau
9066,"The gold color and buttery flavors give this wine a rich personality for such a low-alcohol level and for a varietal that is often crisp and light. Almost mainstream in style compared to most D&G offerings, it has vanilla, pear and almond to add complexity and a smooth broad texture that soothes the palate.",89,@gordone_cellars,Donkey & Goat 2016 Clair + Ette Barsotti Vineyard Clairette (El Dorado),Clairette,Donkey & Goat
62705,"Bright, ripe red plums predominate in this wine that tastes very young, intensely fruity and veering towards dryness. Rich and juicy, it is still developing its mature velvet character. It should lose some its primary fruits and become more balanced, so wait until 2016.",87,@vossroger,Cálem 2009 Late Bottled Vintage  (Port),Port,Cálem
89017,"A 100% varietal wine made by Kirk Venge, this tiny-production offering is concentrated in leather and dark baked fruit. Rich and rewarding, it wears its voluptuousness well, showing the palate with firm chewy tannin and integrated oak.",90,@vboone,Vagabond 2014 Syrah (Napa Valley),Syrah,Vagabond
50220,"Rich in plum, black cherry and blackberry, this wine is subtle in cinnamon and dried herb, with additional embellishments of leather and earth. Soft and subdued, it's approachable and versatile.",87,@vboone,Frei Brothers 2013 Reserve Merlot (Dry Creek Valley),Merlot,Frei Brothers
101980,"Fleshy and full-figured, this wine is made in a big, expansive style. It's rounded in vanillin oak and a bite of honeycomb, with lighter accompaniments of mango and pear.",87,@vboone,Lawer 2014 Cannon Block Estate Grown Chardonnay (Knights Valley),Chardonnay,Lawer
47897,"From an estate block planted to a mysterious suitcase clone, this is an insanely memorable and indelible Pinot. High in acidity, it discloses a touch of cedar on the back palate, richly luxurious and just aching for wild Sonoma duck adorned in a cherry reduction sauce. Cherry pit, berry, lavender and violet play on the nose and tongue, infusing the wine with a playfulness balanced by power.",97,@vboone,Wayfarer 2012 The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
110310,"Forest floor, leather, tobacco and menthol aromas take shape in the glass. The palate is tense and vibrant, offering raspberry, pomegranate, licorice and espresso notes, bolstered by tightly wound tannins. Drink after 2020.",91,@kerinokeefe,Villa I Cipressi 2012 Zebras  (Brunello di Montalcino),Sangiovese,Villa I Cipressi
36464,"Fleshy in pineapple and papaya, with a pinch of Sémillon blended within, this wine displays itself in a fuller-bodied style, quite ripe and robust, with strong, lingering flavors of dried apricot and vanilla.",85,@vboone,Merriam 2015 Danielle Vineyard Estate Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Merriam
52891,"A high-acid, weighty and complex white, this vintage is even better than the last, gorgeous in a golden tannish color. Tropical guava and white flowers weave seamlessly through a web of minerality and freshness, without compromising body and texture. This is a delicious wine.",95,@vboone,Wayfarer 2013 Wayfarer Vineyard Chardonnay (Fort Ross-Seaview),Chardonnay,Wayfarer
107012,"This is structured, its tannins coming through dense and dry. The blackberry fruits give a juicy character that's overlaid by wood. The wine has a firm character, while letting the fruit show well.",89,@vossroger,Château de Cénac 2009 Cuvée Prestige Malbec (Cahors),Malbec,Château de Cénac
96392,"Fruit and barrel vie for attention on the aromas. The black licorice and spice flavors seem compact, with the tannins bringing some astringency. It needs time in the cellar to come into its own.",88,@wawinereport,Elevation Cellars 2011 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Elevation Cellars
63240,"Key lime and fresh cut Gala apples meet with the spiciness of lemongrass on the nose of this bottling from Nicky Hahn and winemaker Paul Clifton. The palate shows a pithy texture, with honeydew melon, Asian pear and lemon cake.",90,@mattkettmann,Hahn 2014 SLH Chardonnay (Santa Lucia Highlands),Chardonnay,Hahn
41479,"Seems heavy on the American oak, displaying lactic, dill-laden aromatics that partially mute the berry fruit underneath. Still, the tart berries come through on the finish—a good sign for the future. Give it a couple of years in the cellar to come together. —J.C.",87,@JoeCz,Wynns Coonawarra Estate 2000 Shiraz (Coonawarra),Shiraz,Wynns Coonawarra Estate
88935,"Tilled earth, ripe dark-skinned berry, leather and menthol aromas show this wine's Sangiovese pedigree. The robust, concentrated palate doles out crushed black cherry, raspberry jam, cinnamon, licorice and the warmth of evident alcohol—the latter a common characteristic of this hot vintage. Firm, ripe tannins provide the framework. Drink 2017–2021.",90,@kerinokeefe,La Fiorita 2011  Brunello di Montalcino,Sangiovese,La Fiorita
53760,"This The wine from a monopole vineyard shows the intense acidity of the vintage yet also bursts with red berry fruit, underlined with firm tannins. Drink now, or better yet, from 2018.",90,@vossroger,Domaine Jeannin-Naltet 2014 Clos les Grands Voyens Premier Cru  (Mercurey),Pinot Noir,Domaine Jeannin-Naltet
92903,"Built for the long haul, this full-bodied and very firmly textured wine is impressive to taste now but will drink best after 2023. Beguiling aromas touch on sweet spices, grilled meat, black pepper, blackberries and wood smoke. Concentrated, layered fruit flavors seem to coat the palate and linger on the finish.",92,@gordone_cellars,Fiddletown Cellars 2013 Petite Sirah (Amador County),Petite Sirah,Fiddletown Cellars
36304,"While this opens slowly, it conveys notions of yellow pear and aloe vera. These turn into full-blown fruit on the textured palate that also shows off a limey tang and enticing green pepper.",90,@AnneInVino,Hiedler 2012 Kittmannsberg Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Hiedler
70077,"This is a fruity wine, full of black cherries and plums. From the most northerly of the Beaujolais crus, it has style as well as weight and structure, although the fruitiness that dominates. It is ready to drink now.",89,@vossroger,Henry Fessy 2012  Saint-Amour,Gamay,Henry Fessy
103072,"Now maturing well, this is a wine that reflects much of the freshness of 2008, with firm tannins and solid structure. A black currant flavor dominates this elegant offering, providing acidity as well as freshness. It could age for another few years, but is ready to drink now.",89,@vossroger,Château du Seuil 2008  Graves,Bordeaux-style Red Blend,Château du Seuil
11688,"Bubble gum and cotton candy aromas come across as slightly confected at the moment, but they should settle down into cherry-berry notes after 6–9 months of cellaring. Like most Tavels, this should be at its best about 18 months after the vintage.",86,@JoeCz,Prieuré de Montézargues 2013  Tavel,Rosé,Prieuré de Montézargues
